tiempo,paso,n_part
25.139017,0.021,0
25.159018,0.02,0
25.179018,0.02,0
25.200018,0.021,0
25.219017,0.019,0
25.239017,0.02,0
25.261017,0.022,0
25.280016,0.019,0
25.301016,0.021,0
25.318016,0.017,0
25.338017,0.02,0
25.358017,0.02,0
25.380016,0.022,0
25.399015,0.019,0
25.419016,0.02,50
25.437016,0.018,50
25.461016,0.024,50
25.478016,0.017,50
25.499016,0.021,50
25.520016,0.021,50
25.539015,0.019,50
25.559015,0.02,50
25.579016,0.02,50
25.601015,0.022,100
25.618015,0.017,100
25.640015,0.022,100
25.658014,0.018,100
25.679014,0.021,100
25.700014,0.021,100
25.720015,0.02,100
25.740015,0.02,100
25.759014,0.019,150
25.779015,0.02,150
25.799015,0.02,150
25.818014,0.019,150
25.838015,0.02,150
25.858015,0.02,150
25.878016,0.02,150
25.898016,0.02,150
25.918016,0.02,150
25.939016,0.021,150
25.959017,0.02,150
25.979017,0.02,150
25.998016,0.019,150
26.018017,0.02,150
26.039017,0.021,150
26.058016,0.019,150
26.081017,0.023,150
26.104017,0.023,150
26.118017,0.014,150
26.138018,0.02,150
26.158018,0.02,150
26.178019,0.02,150
26.200018,0.022,150
26.218018,0.018,150
26.238018,0.02,2600
26.261019,0.023,2600
26.279018,0.018,2600
26.298018,0.019,2600
26.323017,0.025,2600
26.338017,0.015,2600
26.357016,0.019,2600
26.378016,0.021,2600
26.397015,0.019,2600
26.418015,0.021,5050
26.438015,0.02,5050
26.469015,0.031,5050
26.500015,0.031,5050